Final_Rank,Market,Region,TF,Factors,Direction,AvgWin%,Trades,TotalPnL%,Cost%_per_trade_RT,Net_TotalPnL%_After_Charges,Tax%,Net_TotalPnL%_After_Tax,Verified_File,Indicators_Computation,Cost_Documentation,Tax_Documentation,Verification_Code_Snippet,Verification_Status
72,DIA,US,1d_5y,EMA9>EMA20+EMA20<EMA50+Close<Open,LONG,70.0,30,10.0,0.02,9.4,25,7.05,DIA_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
81,XRP,Crypto,1d_5y,Price<SMA50+EMA20>EMA50+Close>Open,SHORT,66.67,42,16.06,0.3,3.46,30,2.42,XRP_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.30% RT = Binance 0.1% per side (0.2% RT) + slippage 0.05% per side (0.1% RT),30% India crypto tax / 25% US,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
1,XLF,US,1d_5y,Price>SMA20+SMA20<SMA50,LONG,60.49,243,162.84,0.02,157.98,25,118.48,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,XLF,US,1d_5y,Price>EMA9+SMA20<SMA50,LONG,58.09,272,159.09,0.02,153.65,25,115.24,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,XLF,US,1d_5y,Price>EMA50+SMA20<SMA50,LONG,64.52,186,143.01,0.02,139.29,25,104.47,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,SP100,US,1d_5y,Price>EMA9+SMA20<SMA50,LONG,57.64,229,134.01,0.02,129.43,25,97.07,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,VTI,US,1d_5y,EMA20<EMA50+Price>SMA20,LONG,70.55,146,130.69,0.02,127.77,25,95.83,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,XLK,US,1d_5y,Price>EMA9+SMA20<SMA50,LONG,51.38,253,132.37,0.02,127.31,25,95.48,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,SP100,US,1d_5y,Price>EMA20+SMA20<SMA50,LONG,62.18,193,130.67,0.02,126.81,25,95.11,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,XLF,US,1d_5y,Price>EMA20+SMA20<SMA50,LONG,59.64,223,130.77,0.02,126.31,25,94.73,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,XLK,US,1d_5y,Price>EMA20+SMA20<SMA50,LONG,54.23,201,127.82,0.02,123.8,25,92.85,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,VTI,US,1d_5y,Price>SMA20+SMA20<SMA50,LONG,62.83,226,127.51,0.02,122.99,25,92.24,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,XLF,US,1d_5y,Price>SMA50+SMA20<SMA50,LONG,68.28,145,125.74,0.02,122.84,25,92.13,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
48,SPY,US,1d_5y,Price>EMA9+SMA20<SMA50,LONG,59.73,226,126.49,0.02,121.97,25,91.48,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
69,SPY,US,1d_5y,Price>EMA9+SMA20<SMA50,LONG,60.26,229,122.83,0.02,118.25,25,88.69,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
70,SPY,US,1d_5y,Price>EMA20+SMA20<SMA50,LONG,63.68,190,121.99,0.02,118.19,25,88.64,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,Russell1000,US,1d_5y,Price>EMA9+SMA20<SMA50,LONG,57.81,237,121.53,0.02,116.79,25,87.59,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
71,SPY,US,1d_5y,Price>SMA20+SMA20<SMA50,LONG,61.08,203,119.52,0.02,115.46,25,86.6,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,SP100,US,1d_5y,Price>SMA20+SMA20<SMA50,LONG,58.54,205,119.35,0.02,115.25,25,86.43,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
49,SPY,US,1d_5y,Price>EMA20+SMA20<SMA50,LONG,62.57,187,117.54,0.02,113.8,25,85.35,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
50,SPY,US,1d_5y,Price>SMA20+SMA20<SMA50,LONG,59.9,202,117.67,0.02,113.63,25,85.22,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,Russell1000,US,1d_5y,Price>SMA20+SMA20<SMA50,LONG,58.74,206,117.42,0.02,113.3,25,84.98,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,VTI,US,1d_5y,Range<1%+SMA20<EMA20,LONG,60.9,376,120.05,0.02,112.53,25,84.4,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,VTI,US,1d_5y,Price>EMA20+SMA20<SMA50,LONG,62.73,220,116.65,0.02,112.25,25,84.19,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
44,SOXX,US,1d_5y,2Red+Price>SMA50,LONG,50.0,128,113.52,0.02,110.96,25,83.22,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
45,SOXX,US,1d_5y,2Red+EMA20>EMA50+Price>SMA50,LONG,51.26,119,113.18,0.02,110.8,25,83.1,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,XLK,US,1d_5y,RSI>50+SMA20<SMA50,LONG,54.55,187,113.82,0.02,110.08,25,82.56,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,VTI,US,1d_5y,Price>EMA9+SMA20<SMA50,LONG,59.53,257,115.06,0.02,109.92,25,82.44,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,SP100,US,1d_5y,EMA9>EMA20+Price>SMA20+Range<1%,LONG,59.53,467,119.12,0.02,109.78,25,82.33,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,XLK,US,1d_5y,Price>SMA20+SMA20<SMA50,LONG,52.13,211,113.78,0.02,109.56,25,82.17,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
73,DIA,US,1d_5y,Price>EMA9+SMA20<SMA50,LONG,60.73,247,113.91,0.02,108.97,25,81.73,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,SP100,US,1d_5y,RSI>50+SMA20<SMA50,LONG,61.45,179,111.04,0.02,107.46,25,80.6,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
47,SOXX,US,1d_5y,Price>SMA50+SMA20<SMA50,LONG,52.14,117,108.42,0.02,106.08,25,79.56,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,Russell1000,US,1d_5y,Price>EMA20+SMA20<SMA50,LONG,60.1,193,109.31,0.02,105.45,25,79.09,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
72,SPY,US,1d_5y,RSI>50+SMA20<SMA50,LONG,63.64,176,108.12,0.02,104.6,25,78.45,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
73,SPY,US,1d_5y,Price>EMA50+SMA20<SMA50,LONG,66.45,155,106.42,0.02,103.32,25,77.49,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,Russell1000,US,1d_5y,RSI>50+SMA20<SMA50,LONG,60.22,181,106.38,0.02,102.76,25,77.07,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,XLK,US,1d_5y,EMA20<EMA50+Price>SMA20,LONG,55.24,143,105.43,0.02,102.57,25,76.93,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
60,QQQ,US,1d_5y,Price>EMA20+SMA20<SMA50,LONG,55.11,176,104.16,0.02,100.64,25,75.48,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
51,SPY,US,1d_5y,RSI>50+SMA20<SMA50,LONG,62.43,173,102.74,0.02,99.28,25,74.46,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,XLP,US,1d_5y,EMA20<EMA50+Price>SMA20,LONG,64.53,203,102.16,0.02,98.1,25,73.58,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
52,SPY,US,1d_5y,Price>SMA50+SMA20<SMA50,LONG,66.42,134,100.19,0.02,97.51,25,73.14,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
74,DIA,US,1d_5y,EMA20<EMA50+Price>SMA20,LONG,66.92,133,98.83,0.02,96.17,25,72.13,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,Russell1000,US,1d_5y,Price>EMA50+SMA20<SMA50,LONG,61.73,162,98.95,0.02,95.71,25,71.78,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
64,QQQ,US,1d_5y,Price>EMA20+SMA20<SMA50,LONG,54.29,175,98.64,0.02,95.14,25,71.36,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
61,QQQ,US,1d_5y,Price>EMA9+SMA20<SMA50,LONG,51.17,213,99.19,0.02,94.93,25,71.2,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
62,QQQ,US,1d_5y,RSI>50+SMA20<SMA50,LONG,56.33,158,97.54,0.02,94.38,25,70.79,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
65,QQQ,US,1d_5y,Price>EMA9+SMA20<SMA50,LONG,50.7,213,97.97,0.02,93.71,25,70.28,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
66,QQQ,US,1d_5y,RSI>50+SMA20<SMA50,LONG,55.7,158,96.0,0.02,92.84,25,69.63,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,XLI,US,1d_5y,EMA20<EMA50+Price>SMA20,LONG,62.5,136,93.99,0.02,91.27,25,68.45,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
